respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R00470,household,1,January 2024,OH,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Finding after-school care is a battle every semester, and options keep shrinking."
R00471,household,2,February 2024,NY,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Childcare remains unaffordable, forcing us to take turns missing work."
R00472,household,3,March 2024,IL,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00473,household,1,January 2024,PA,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps.
R00474,provider,1,January 2024,AL,,family_home,"Scheduling constraints force us to close early when multiple people call out. Families want more slots than we can offer; access breaks down when staff call out. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00475,household,1,January 2024,CA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Tuition and fees are too expensive; every increase means cutting groceries.
R00476,household,1,January 2024,FL,30-60k,,We have been on a childcare waitlist for months after our center closed.
R00477,household,2,February 2024,WA,<30k,,"I feel burned out every week trying to cover shifts and still be a present parent. Food insecurity is creeping back—we rely on the pantry between paychecks. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00478,provider,2,February 2024,NY,,after_school,Families want more slots than we can offer; access breaks down when staff call out.
R00479,household,2,February 2024,IL,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care."
R00480,household,3,March 2024,NJ,>100k,,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible."
R00481,provider,3,March 2024,CA,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00482,household,2,February 2024,OH,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00483,provider,3,March 2024,WA,,center,I am juggling second jobs because enrollment swings disrupt my own employment stability. Managing constant schedule changes with too few people is crushing my mental health. We are short staffed and cannot hire assistants even after months of recruiting.
R00484,household,3,March 2024,MA,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries. Employment keeps getting disrupted when I have to leave early for pickups.
R00485,provider,2,February 2024,TX,,family_home,"I am juggling second jobs because enrollment swings disrupt my own employment stability. I see children coming in hungry, and our program scrambles to cover snacks. Operating costs skyrocket but families cannot absorb more tuition."
R00486,provider,3,March 2024,CO,,informal,"Operating costs skyrocket but families cannot absorb more tuition. Staff and I are emotionally drained; burnout is spreading across the team. I see children coming in hungry, and our program scrambles to cover snacks."
R00487,provider,3,March 2024,NJ,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. Food budgets for the program are maxed out while families ask for extra meals. Managing constant schedule changes with too few people is crushing my mental health."
R00488,household,3,March 2024,CA,<30k,,I water down meals for the kids when food runs low after rent and child care.
R00489,provider,3,March 2024,NJ,,center,"Managing constant schedule changes with too few people is crushing my mental health. No substitutes are available, so I cover multiple classrooms daily. Operating costs skyrocket but families cannot absorb more tuition."
R00490,household,1,January 2024,MI,<30k,,Tuition and fees are too expensive; every increase means cutting groceries.
R00491,household,2,February 2024,CT,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. We stretch groceries and sometimes skip meals so tuition can stay current. Employment keeps getting disrupted when I have to leave early for pickups."
R00492,provider,1,January 2024,NC,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Managing constant schedule changes with too few people is crushing my mental health."
R00493,household,1,January 2024,TX,60-100k,,Employment keeps getting disrupted when I have to leave early for pickups.
R00494,provider,1,January 2024,FL,,family_home,Families want more slots than we can offer; access breaks down when staff call out. Staff and I are emotionally drained; burnout is spreading across the team. Keeping care affordable while paying staff fairly is nearly impossible.
R00495,household,3,March 2024,NC,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. No slots open when my shifts change, so reliable childcare access feels impossible. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R00496,household,2,February 2024,AZ,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. I water down meals for the kids when food runs low after rent and child care. We cannot afford reliable care when costs rise faster than wages."
R00497,household,3,March 2024,PA,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps. Food insecurity is creeping back—we rely on the pantry between paychecks.
R00498,provider,2,February 2024,MA,,family_home,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R00499,household,1,January 2024,PA,60-100k,,"We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00500,household,1,January 2024,WA,60-100k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. I feel burned out every week trying to cover shifts and still be a present parent. Childcare remains unaffordable, forcing us to take turns missing work."
R00501,provider,2,February 2024,NJ,,center,"Assistants quit when schedules change, so my employment feels precarious too. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Coordinating staggered shifts with limited staff feels impossible."
R00502,provider,3,March 2024,CT,,after_school,"Staff and I are emotionally drained; burnout is spreading across the team. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R00503,household,3,March 2024,MA,60-100k,,I water down meals for the kids when food runs low after rent and child care.
R00504,household,1,January 2024,CO,30-60k,,I water down meals for the kids when food runs low after rent and child care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00505,household,2,February 2024,TX,<30k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00506,provider,1,January 2024,AZ,,informal,Managing constant schedule changes with too few people is crushing my mental health. We are short staffed and cannot hire assistants even after months of recruiting. Coordinating staggered shifts with limited staff feels impossible.
R00507,household,3,March 2024,CT,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00508,provider,2,February 2024,OH,,center,"Assistants quit when schedules change, so my employment feels precarious too. Keeping care affordable while paying staff fairly is nearly impossible. Food budgets for the program are maxed out while families ask for extra meals."
R00509,provider,1,January 2024,TX,,after_school,"I am overwhelmed balancing paperwork, families, and the classroom without relief. We are short staffed and cannot hire assistants even after months of recruiting."
R00510,household,1,January 2024,GA,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R00511,household,3,March 2024,AL,60-100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Childcare remains unaffordable, forcing us to take turns missing work. I feel burned out every week trying to cover shifts and still be a present parent."
R00512,household,1,January 2024,TX,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible."
R00513,household,2,February 2024,NY,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. I water down meals for the kids when food runs low after rent and child care. I miss work every time care falls through, and my employer is losing patience."
R00514,household,1,January 2024,CO,<30k,,Tuition and fees are too expensive; every increase means cutting groceries.
R00515,provider,1,January 2024,NY,,center,Operating costs skyrocket but families cannot absorb more tuition. We are short staffed and cannot hire assistants even after months of recruiting. Food budgets for the program are maxed out while families ask for extra meals.
R00516,provider,2,February 2024,PA,,center,We are short staffed and cannot hire assistants even after months of recruiting.
R00517,household,2,February 2024,NC,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00518,provider,2,February 2024,NC,,informal,I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00519,household,3,March 2024,FL,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00520,household,2,February 2024,CO,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00521,provider,1,January 2024,IL,,after_school,"I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00522,household,1,January 2024,NY,60-100k,,"I miss work every time care falls through, and my employer is losing patience."
R00523,household,1,January 2024,MI,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R00524,provider,1,January 2024,NY,,after_school,"Families want more slots than we can offer; access breaks down when staff call out. Staff juggle multiple jobs, and every disruption ripples through coverage."
R00525,household,3,March 2024,AL,30-60k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Short staffing means inconsistent caregivers and unpredictable schedules for us.
R00526,household,1,January 2024,AL,<30k,,"I feel burned out every week trying to cover shifts and still be a present parent. My split shift schedule never aligns with the center's hours, so coverage falls apart. Tuition and fees are too expensive; every increase means cutting groceries."
R00527,household,1,January 2024,CT,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. I miss work every time care falls through, and my employer is losing patience."
R00528,household,2,February 2024,MI,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R00529,provider,3,March 2024,TX,,family_home,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. We are short staffed and cannot hire assistants even after months of recruiting."
R00530,household,1,January 2024,AZ,<30k,,"Finding after-school care is a battle every semester, and options keep shrinking. I water down meals for the kids when food runs low after rent and child care."
R00531,household,3,March 2024,CA,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00532,household,1,January 2024,AZ,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R00533,provider,1,January 2024,NJ,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Assistants quit when schedules change, so my employment feels precarious too. No substitutes are available, so I cover multiple classrooms daily."
R00534,household,2,February 2024,CT,30-60k,,We have been on a childcare waitlist for months after our center closed.
R00535,household,1,January 2024,CA,>100k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R00536,household,2,February 2024,NJ,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We cannot afford reliable care when costs rise faster than wages."
R00537,household,1,January 2024,OH,>100k,,Tuition and fees are too expensive; every increase means cutting groceries.
R00538,household,3,March 2024,IL,30-60k,,"I miss work every time care falls through, and my employer is losing patience."
R00539,provider,1,January 2024,AZ,,center,Operating costs skyrocket but families cannot absorb more tuition.
R00540,household,1,January 2024,CA,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. I feel burned out every week trying to cover shifts and still be a present parent. We have been on a childcare waitlist for months after our center closed."
R00541,provider,2,February 2024,WA,,center,"Scheduling constraints force us to close early when multiple people call out. Food budgets for the program are maxed out while families ask for extra meals. Assistants quit when schedules change, so my employment feels precarious too."
R00542,provider,3,March 2024,CO,,family_home,"Staff and I are emotionally drained; burnout is spreading across the team. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00543,household,2,February 2024,AL,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R00544,household,1,January 2024,NC,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00545,household,2,February 2024,NC,30-60k,,"I water down meals for the kids when food runs low after rent and child care. No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care."
R00546,household,3,March 2024,MA,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00547,household,1,January 2024,PA,60-100k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Food insecurity is creeping back—we rely on the pantry between paychecks."
R00548,household,1,January 2024,TX,>100k,,"We cannot afford reliable care when costs rise faster than wages. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R00549,household,1,January 2024,NY,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00550,household,1,January 2024,WA,60-100k,,"I feel burned out every week trying to cover shifts and still be a present parent. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R00551,household,3,March 2024,AZ,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Finding after-school care is a battle every semester, and options keep shrinking. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R00552,household,2,February 2024,GA,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00553,household,1,January 2024,FL,60-100k,,I water down meals for the kids when food runs low after rent and child care. I feel burned out every week trying to cover shifts and still be a present parent.
R00554,provider,3,March 2024,OH,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Operating costs skyrocket but families cannot absorb more tuition. I field calls daily from parents desperate for openings we just do not have."
R00555,household,1,January 2024,CO,30-60k,,"We cannot afford reliable care when costs rise faster than wages. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00556,provider,3,March 2024,PA,,center,"I see children coming in hungry, and our program scrambles to cover snacks."
R00557,household,1,January 2024,FL,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. We have been on a childcare waitlist for months after our center closed.
R00558,household,1,January 2024,TX,<30k,,Employment keeps getting disrupted when I have to leave early for pickups. Food insecurity is creeping back—we rely on the pantry between paychecks. I feel burned out every week trying to cover shifts and still be a present parent.
R00559,provider,1,January 2024,MA,,after_school,I field calls daily from parents desperate for openings we just do not have. Managing constant schedule changes with too few people is crushing my mental health.
R00560,household,3,March 2024,MA,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00561,provider,2,February 2024,IL,,center,"Assistants quit when schedules change, so my employment feels precarious too. Families want more slots than we can offer; access breaks down when staff call out. Staff and I are emotionally drained; burnout is spreading across the team."
R00562,provider,3,March 2024,PA,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00563,household,3,March 2024,AZ,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R00564,provider,2,February 2024,MA,,center,I field calls daily from parents desperate for openings we just do not have. I am juggling second jobs because enrollment swings disrupt my own employment stability. Managing constant schedule changes with too few people is crushing my mental health.
R00565,household,2,February 2024,MA,<30k,,We cannot afford reliable care when costs rise faster than wages.
R00566,provider,3,March 2024,AL,,after_school,Coordinating staggered shifts with limited staff feels impossible.
R00567,provider,2,February 2024,AZ,,center,Families want more slots than we can offer; access breaks down when staff call out. Keeping care affordable while paying staff fairly is nearly impossible.
R00568,provider,3,March 2024,IL,,family_home,"Operating costs skyrocket but families cannot absorb more tuition. I am overwhelmed balancing paperwork, families, and the classroom without relief. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff."
R00569,household,3,March 2024,FL,30-60k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I miss work every time care falls through, and my employer is losing patience."
R00570,household,1,January 2024,AL,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00571,provider,2,February 2024,NJ,,center,"Assistants quit when schedules change, so my employment feels precarious too. No substitutes are available, so I cover multiple classrooms daily. Staff and I are emotionally drained; burnout is spreading across the team."
R00572,household,1,January 2024,WA,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00573,household,3,March 2024,AZ,30-60k,,"I miss work every time care falls through, and my employer is losing patience. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Finding after-school care is a battle every semester, and options keep shrinking."
R00574,provider,1,January 2024,NC,,center,"Food budgets for the program are maxed out while families ask for extra meals. No substitutes are available, so I cover multiple classrooms daily."
R00575,household,3,March 2024,MI,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. Childcare remains unaffordable, forcing us to take turns missing work."
R00576,provider,1,January 2024,TX,,family_home,Affordability pressures mean delays in payments and tighter margins for the program.
R00577,provider,3,March 2024,TX,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R00578,household,3,March 2024,NC,30-60k,,We were told staffing shortages limit the program to part-week care. I feel burned out every week trying to cover shifts and still be a present parent.
R00579,household,2,February 2024,MI,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking. Childcare remains unaffordable, forcing us to take turns missing work. My hours were cut after too many schedule changes driven by childcare gaps."
R00580,household,2,February 2024,AL,60-100k,,"I feel burned out every week trying to cover shifts and still be a present parent. Childcare remains unaffordable, forcing us to take turns missing work. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00581,household,3,March 2024,MA,60-100k,,"We were told staffing shortages limit the program to part-week care. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I water down meals for the kids when food runs low after rent and child care."
R00582,household,3,March 2024,CA,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R00583,household,2,February 2024,WA,<30k,,I water down meals for the kids when food runs low after rent and child care. We were told staffing shortages limit the program to part-week care.
R00584,household,2,February 2024,WA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00585,provider,1,January 2024,OH,,center,"Assistants quit when schedules change, so my employment feels precarious too. Food budgets for the program are maxed out while families ask for extra meals. I field calls daily from parents desperate for openings we just do not have."
R00586,provider,2,February 2024,IL,,center,"Assistants quit when schedules change, so my employment feels precarious too."
R00587,household,3,March 2024,WA,<30k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R00588,household,3,March 2024,CT,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. I water down meals for the kids when food runs low after rent and child care."
R00589,provider,2,February 2024,MA,,family_home,Affordability pressures mean delays in payments and tighter margins for the program. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00590,household,3,March 2024,CT,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R00591,provider,3,March 2024,CA,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. I field calls daily from parents desperate for openings we just do not have. I see children coming in hungry, and our program scrambles to cover snacks."
R00592,provider,1,January 2024,CA,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage."
R00593,household,2,February 2024,NY,>100k,,"We were told staffing shortages limit the program to part-week care. Finding after-school care is a battle every semester, and options keep shrinking. My hours were cut after too many schedule changes driven by childcare gaps."
R00594,provider,1,January 2024,AZ,,informal,Operating costs skyrocket but families cannot absorb more tuition.
R00595,household,2,February 2024,WA,>100k,,"I water down meals for the kids when food runs low after rent and child care. My split shift schedule never aligns with the center's hours, so coverage falls apart. I miss work every time care falls through, and my employer is losing patience."
R00596,household,1,January 2024,WA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours."
R00597,household,1,January 2024,CT,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks.
R00598,household,2,February 2024,MA,>100k,,We were told staffing shortages limit the program to part-week care. My hours were cut after too many schedule changes driven by childcare gaps.
R00599,household,2,February 2024,PA,>100k,,We cannot afford reliable care when costs rise faster than wages.
R00600,household,3,March 2024,IL,60-100k,,"Employment keeps getting disrupted when I have to leave early for pickups. Finding after-school care is a battle every semester, and options keep shrinking."
R00601,provider,3,March 2024,NC,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00602,household,3,March 2024,OH,30-60k,,I water down meals for the kids when food runs low after rent and child care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00603,provider,1,January 2024,MA,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Assistants quit when schedules change, so my employment feels precarious too."
R00604,household,1,January 2024,NJ,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We stretch groceries and sometimes skip meals so tuition can stay current."
R00605,household,3,March 2024,FL,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Food insecurity is creeping back—we rely on the pantry between paychecks. We were told staffing shortages limit the program to part-week care."
R00606,household,3,March 2024,CO,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R00607,provider,2,February 2024,CT,,center,"I field calls daily from parents desperate for openings we just do not have. I see children coming in hungry, and our program scrambles to cover snacks."
R00608,household,3,March 2024,GA,60-100k,,"I water down meals for the kids when food runs low after rent and child care. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. No slots open when my shifts change, so reliable childcare access feels impossible."
R00609,household,1,January 2024,FL,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00610,household,3,March 2024,IL,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R00611,household,1,January 2024,GA,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. My hours were cut after too many schedule changes driven by childcare gaps. We stretch groceries and sometimes skip meals so tuition can stay current."
R00612,household,1,January 2024,NY,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00613,household,1,January 2024,AL,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00614,household,3,March 2024,AZ,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R00615,household,3,March 2024,NY,>100k,,We were told staffing shortages limit the program to part-week care.
R00616,provider,3,March 2024,TX,,informal,"Food budgets for the program are maxed out while families ask for extra meals. Assistants quit when schedules change, so my employment feels precarious too. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00617,household,2,February 2024,MA,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R00618,provider,3,March 2024,PA,,center,"I field calls daily from parents desperate for openings we just do not have. I am juggling second jobs because enrollment swings disrupt my own employment stability. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00619,household,2,February 2024,MI,<30k,,Employment keeps getting disrupted when I have to leave early for pickups. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I water down meals for the kids when food runs low after rent and child care.
R00620,household,2,February 2024,IL,>100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R00621,household,1,January 2024,NY,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. I miss work every time care falls through, and my employer is losing patience. We were told staffing shortages limit the program to part-week care."
R00622,household,2,February 2024,CA,30-60k,,We have been on a childcare waitlist for months after our center closed. Tuition and fees are too expensive; every increase means cutting groceries. I water down meals for the kids when food runs low after rent and child care.
R00623,household,1,January 2024,WA,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R00624,provider,3,March 2024,MA,,center,I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00625,provider,2,February 2024,GA,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. Affordability pressures mean delays in payments and tighter margins for the program. Scheduling constraints force us to close early when multiple people call out."
R00626,household,3,March 2024,NY,>100k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Childcare remains unaffordable, forcing us to take turns missing work."
R00627,household,2,February 2024,MA,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00628,household,1,January 2024,NC,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We stretch groceries and sometimes skip meals so tuition can stay current. We cannot afford reliable care when costs rise faster than wages.
R00629,provider,2,February 2024,NJ,,informal,Staff and I are emotionally drained; burnout is spreading across the team. Families want more slots than we can offer; access breaks down when staff call out.
R00630,household,1,January 2024,FL,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00631,provider,1,January 2024,OH,,after_school,"I see children coming in hungry, and our program scrambles to cover snacks. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R00632,household,1,January 2024,CO,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00633,household,1,January 2024,CT,60-100k,,"I miss work every time care falls through, and my employer is losing patience. Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages."
R00634,provider,1,January 2024,GA,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00635,household,2,February 2024,IL,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Tuition and fees are too expensive; every increase means cutting groceries."
R00636,provider,2,February 2024,WA,,informal,Operating costs skyrocket but families cannot absorb more tuition.
R00637,provider,3,March 2024,NC,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00638,household,3,March 2024,GA,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. Food insecurity is creeping back—we rely on the pantry between paychecks. We have been on a childcare waitlist for months after our center closed.
R00639,household,3,March 2024,GA,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks.
R00640,household,3,March 2024,NJ,<30k,,We were told staffing shortages limit the program to part-week care. We have been on a childcare waitlist for months after our center closed. I feel burned out every week trying to cover shifts and still be a present parent.
R00641,provider,2,February 2024,FL,,family_home,"Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R00642,household,2,February 2024,CA,<30k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00643,household,3,March 2024,CO,>100k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R00644,household,2,February 2024,NY,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups."
R00645,household,2,February 2024,WA,60-100k,,"I water down meals for the kids when food runs low after rent and child care. My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible."
R00646,household,2,February 2024,PA,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries. I feel burned out every week trying to cover shifts and still be a present parent. We stretch groceries and sometimes skip meals so tuition can stay current.
R00647,household,3,March 2024,OH,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries.
R00648,provider,2,February 2024,AZ,,after_school,"Affordability pressures mean delays in payments and tighter margins for the program. Families want more slots than we can offer; access breaks down when staff call out. Assistants quit when schedules change, so my employment feels precarious too."
R00649,provider,1,January 2024,GA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R00650,household,2,February 2024,GA,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. We stretch groceries and sometimes skip meals so tuition can stay current."
R00651,provider,2,February 2024,AZ,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks."
R00652,provider,1,January 2024,CA,,after_school,"Operating costs skyrocket but families cannot absorb more tuition. No substitutes are available, so I cover multiple classrooms daily."
R00653,household,2,February 2024,MA,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00654,household,2,February 2024,AZ,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I miss work every time care falls through, and my employer is losing patience."
R00655,household,1,January 2024,PA,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Finding after-school care is a battle every semester, and options keep shrinking. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R00656,household,1,January 2024,NC,>100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R00657,household,1,January 2024,FL,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00658,household,3,March 2024,FL,<30k,,"I miss work every time care falls through, and my employer is losing patience. No slots open when my shifts change, so reliable childcare access feels impossible."
R00659,household,2,February 2024,WA,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks. We have been on a childcare waitlist for months after our center closed. Employment keeps getting disrupted when I have to leave early for pickups.
R00660,household,1,January 2024,NJ,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R00661,household,2,February 2024,AL,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks. We have been on a childcare waitlist for months after our center closed.
R00662,provider,3,March 2024,PA,,center,Staff and I are emotionally drained; burnout is spreading across the team. We are short staffed and cannot hire assistants even after months of recruiting. Operating costs skyrocket but families cannot absorb more tuition.
R00663,household,3,March 2024,IL,30-60k,,Food insecurity is creeping back—we rely on the pantry between paychecks.
