respondent_id,frame,wave,survey_month,state,open_response_text,cleaned_text,theme
R00118,household,1,January 2024,CO,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00119,household,1,January 2024,OH,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Finding after-school care is a battle every semester, and options keep shrinking.",coordinating schedules my partner provider weekly puzzle rarely solve finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS
R00119,household,1,January 2024,OH,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Finding after-school care is a battle every semester, and options keep shrinking.",coordinating schedules my partner provider weekly puzzle rarely solve finding after school care battle every semester options keep shrinking,SCHEDULING_CONSTRAINTS
R00120,provider,1,January 2024,OH,"No substitutes are available, so I cover multiple classrooms daily.",no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
R00121,household,1,January 2024,FL,"Finding after-school care is a battle every semester, and options keep shrinking.",finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS
R00122,household,3,March 2024,IL,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps.",our center says classrooms merge because staff shortages leaving fewer hours stress juggling work caregiving overwhelming my mental health keeps slipping my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00122,household,3,March 2024,IL,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps.",our center says classrooms merge because staff shortages leaving fewer hours stress juggling work caregiving overwhelming my mental health keeps slipping my hours were cut after too many schedule changes driven childcare gaps,STRESS_BURNOUT
R00123,household,1,January 2024,CT,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",stress juggling work caregiving overwhelming my mental health keeps slipping weekend work non negotiable but there no evening care anywhere nearby,SCHEDULING_CONSTRAINTS
R00123,household,1,January 2024,CT,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",stress juggling work caregiving overwhelming my mental health keeps slipping weekend work non negotiable but there no evening care anywhere nearby,STRESS_BURNOUT
R00124,household,2,February 2024,TX,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. We stretch groceries and sometimes skip meals so tuition can stay current.",cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00124,household,2,February 2024,TX,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. We stretch groceries and sometimes skip meals so tuition can stay current.",cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience stretch groceries sometimes skip meals so tuition can stay current,EMPLOYMENT_DISRUPTION
R00124,household,2,February 2024,TX,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. We stretch groceries and sometimes skip meals so tuition can stay current.",cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00125,household,2,February 2024,PA,Tuition and fees are too expensive; every increase means cutting groceries.,tuition fees too expensive every increase means cutting groceries,AFFORDABILITY
R00125,household,2,February 2024,PA,Tuition and fees are too expensive; every increase means cutting groceries.,tuition fees too expensive every increase means cutting groceries,FOOD_INSECURITY
R00126,household,2,February 2024,GA,"We have been on a childcare waitlist for months after our center closed. Our center says classrooms merge because of staff shortages, leaving fewer hours.",have been childcare waitlist months after our center closed our center says classrooms merge because staff shortages leaving fewer hours,CHILDCARE_ACCESS
R00127,household,1,January 2024,TX,We have been on a childcare waitlist for months after our center closed. We stretch groceries and sometimes skip meals so tuition can stay current.,have been childcare waitlist months after our center closed stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00127,household,1,January 2024,TX,We have been on a childcare waitlist for months after our center closed. We stretch groceries and sometimes skip meals so tuition can stay current.,have been childcare waitlist months after our center closed stretch groceries sometimes skip meals so tuition can stay current,CHILDCARE_ACCESS
R00127,household,1,January 2024,TX,We have been on a childcare waitlist for months after our center closed. We stretch groceries and sometimes skip meals so tuition can stay current.,have been childcare waitlist months after our center closed stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00128,household,3,March 2024,MA,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,AFFORDABILITY
R00128,household,3,March 2024,MA,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00128,household,3,March 2024,MA,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,FOOD_INSECURITY
R00128,household,3,March 2024,MA,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00129,provider,1,January 2024,AZ,We are short staffed and cannot hire assistants even after months of recruiting.,short staffed cannot hire assistants even after months recruiting,PROVIDER_STAFF_SHORTAGE
R00130,household,3,March 2024,NC,Tuition and fees are too expensive; every increase means cutting groceries.,tuition fees too expensive every increase means cutting groceries,AFFORDABILITY
R00130,household,3,March 2024,NC,Tuition and fees are too expensive; every increase means cutting groceries.,tuition fees too expensive every increase means cutting groceries,FOOD_INSECURITY
R00131,provider,2,February 2024,MA,Affordability pressures mean delays in payments and tighter margins for the program.,affordability pressures mean delays payments tighter margins program,AFFORDABILITY
R00132,household,3,March 2024,OH,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00132,household,3,March 2024,OH,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00133,household,3,March 2024,WA,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We have been on a childcare waitlist for months after our center closed.",my partner i exhausted constantly anxious about childcare collapsing last minute have been childcare waitlist months after our center closed,CHILDCARE_ACCESS
R00133,household,3,March 2024,WA,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We have been on a childcare waitlist for months after our center closed.",my partner i exhausted constantly anxious about childcare collapsing last minute have been childcare waitlist months after our center closed,STRESS_BURNOUT
R00134,provider,1,January 2024,AZ,Operating costs skyrocket but families cannot absorb more tuition. I field calls daily from parents desperate for openings we just do not have.,operating costs skyrocket but families cannot absorb more tuition i field calls daily parents desperate openings just do not have,AFFORDABILITY
R00135,household,1,January 2024,NY,Employment keeps getting disrupted when I have to leave early for pickups. I water down meals for the kids when food runs low after rent and child care.,employment keeps getting disrupted when i have leave early pickups i water down meals kids when food runs low after rent child care,EMPLOYMENT_DISRUPTION
R00138,provider,2,February 2024,CT,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00139,household,2,February 2024,CA,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,SCHEDULING_CONSTRAINTS
R00140,household,2,February 2024,CO,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00141,household,2,February 2024,NJ,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00142,household,2,February 2024,PA,We cannot afford reliable care when costs rise faster than wages. I water down meals for the kids when food runs low after rent and child care. We were told staffing shortages limit the program to part-week care.,cannot afford reliable care when costs rise faster than wages i water down meals kids when food runs low after rent child care were told staffing shortages limit program part week care,AFFORDABILITY
R00144,household,3,March 2024,IL,"My hours were cut after too many schedule changes driven by childcare gaps. My split shift schedule never aligns with the center's hours, so coverage falls apart.",my hours were cut after too many schedule changes driven childcare gaps my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00144,household,3,March 2024,IL,"My hours were cut after too many schedule changes driven by childcare gaps. My split shift schedule never aligns with the center's hours, so coverage falls apart.",my hours were cut after too many schedule changes driven childcare gaps my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00145,household,3,March 2024,GA,"Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,AFFORDABILITY
R00145,household,3,March 2024,GA,"Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00145,household,3,March 2024,GA,"Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,FOOD_INSECURITY
R00145,household,3,March 2024,GA,"Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work stretch groceries sometimes skip meals so tuition can stay current my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00146,household,3,March 2024,NY,We have been on a childcare waitlist for months after our center closed. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,have been childcare waitlist months after our center closed coordinating schedules my partner provider weekly puzzle rarely solve,CHILDCARE_ACCESS
R00146,household,3,March 2024,NY,We have been on a childcare waitlist for months after our center closed. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,have been childcare waitlist months after our center closed coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00147,provider,2,February 2024,OH,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",i am overwhelmed balancing paperwork families classroom without relief open positions stay vacant forcing us cap enrollment reduce hours,STRESS_BURNOUT
R00148,provider,2,February 2024,AZ,"Operating costs skyrocket but families cannot absorb more tuition. Staff juggle multiple jobs, and every disruption ripples through coverage.",operating costs skyrocket but families cannot absorb more tuition staff juggle multiple jobs every disruption ripples through coverage,AFFORDABILITY
R00149,household,3,March 2024,NY,"My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible.",my hours were cut after too many schedule changes driven childcare gaps no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS
R00149,household,3,March 2024,NY,"My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible.",my hours were cut after too many schedule changes driven childcare gaps no slots open when my shifts change so reliable childcare access feels impossible,EMPLOYMENT_DISRUPTION
R00149,household,3,March 2024,NY,"My hours were cut after too many schedule changes driven by childcare gaps. No slots open when my shifts change, so reliable childcare access feels impossible.",my hours were cut after too many schedule changes driven childcare gaps no slots open when my shifts change so reliable childcare access feels impossible,SCHEDULING_CONSTRAINTS
R00150,household,2,February 2024,GA,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours,AFFORDABILITY
R00150,household,2,February 2024,GA,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours,FOOD_INSECURITY
R00151,household,2,February 2024,GA,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00151,household,2,February 2024,GA,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00152,household,3,March 2024,AL,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.",my partner i exhausted constantly anxious about childcare collapsing last minute short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,AFFORDABILITY
R00152,household,3,March 2024,AL,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.",my partner i exhausted constantly anxious about childcare collapsing last minute short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,FOOD_INSECURITY
R00152,household,3,March 2024,AL,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.",my partner i exhausted constantly anxious about childcare collapsing last minute short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,SCHEDULING_CONSTRAINTS
R00152,household,3,March 2024,AL,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.",my partner i exhausted constantly anxious about childcare collapsing last minute short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,STRESS_BURNOUT
R00153,household,3,March 2024,CO,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00154,household,1,January 2024,AL,Food insecurity is creeping back—we rely on the pantry between paychecks. Employment keeps getting disrupted when I have to leave early for pickups.,food insecurity creeping back rely pantry between paychecks employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00154,household,1,January 2024,AL,Food insecurity is creeping back—we rely on the pantry between paychecks. Employment keeps getting disrupted when I have to leave early for pickups.,food insecurity creeping back rely pantry between paychecks employment keeps getting disrupted when i have leave early pickups,FOOD_INSECURITY
R00155,household,1,January 2024,CA,"Finding after-school care is a battle every semester, and options keep shrinking.",finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS
R00156,provider,1,January 2024,WA,"Assistants quit when schedules change, so my employment feels precarious too. We are short staffed and cannot hire assistants even after months of recruiting.",assistants quit when schedules change so my employment feels precarious too short staffed cannot hire assistants even after months recruiting,EMPLOYMENT_DISRUPTION
R00156,provider,1,January 2024,WA,"Assistants quit when schedules change, so my employment feels precarious too. We are short staffed and cannot hire assistants even after months of recruiting.",assistants quit when schedules change so my employment feels precarious too short staffed cannot hire assistants even after months recruiting,PROVIDER_STAFF_SHORTAGE
R00156,provider,1,January 2024,WA,"Assistants quit when schedules change, so my employment feels precarious too. We are short staffed and cannot hire assistants even after months of recruiting.",assistants quit when schedules change so my employment feels precarious too short staffed cannot hire assistants even after months recruiting,SCHEDULING_CONSTRAINTS
R00157,household,1,January 2024,MI,"My hours were cut after too many schedule changes driven by childcare gaps. My split shift schedule never aligns with the center's hours, so coverage falls apart. Our center says classrooms merge because of staff shortages, leaving fewer hours.",my hours were cut after too many schedule changes driven childcare gaps my split shift schedule never aligns center s hours so coverage falls apart our center says classrooms merge because staff shortages leaving fewer hours,EMPLOYMENT_DISRUPTION
R00157,household,1,January 2024,MI,"My hours were cut after too many schedule changes driven by childcare gaps. My split shift schedule never aligns with the center's hours, so coverage falls apart. Our center says classrooms merge because of staff shortages, leaving fewer hours.",my hours were cut after too many schedule changes driven childcare gaps my split shift schedule never aligns center s hours so coverage falls apart our center says classrooms merge because staff shortages leaving fewer hours,SCHEDULING_CONSTRAINTS
R00158,household,1,January 2024,AZ,"Short staffing means inconsistent caregivers and unpredictable schedules for us. Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS
R00158,household,1,January 2024,AZ,"Short staffing means inconsistent caregivers and unpredictable schedules for us. Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible,EMPLOYMENT_DISRUPTION
R00158,household,1,January 2024,AZ,"Short staffing means inconsistent caregivers and unpredictable schedules for us. Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible,SCHEDULING_CONSTRAINTS
R00160,household,2,February 2024,CT,"I miss work every time care falls through, and my employer is losing patience. Food insecurity is creeping back—we rely on the pantry between paychecks.",i miss work every time care falls through my employer losing patience food insecurity creeping back rely pantry between paychecks,EMPLOYMENT_DISRUPTION
R00160,household,2,February 2024,CT,"I miss work every time care falls through, and my employer is losing patience. Food insecurity is creeping back—we rely on the pantry between paychecks.",i miss work every time care falls through my employer losing patience food insecurity creeping back rely pantry between paychecks,FOOD_INSECURITY
R00161,household,3,March 2024,NY,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Short staffing means inconsistent caregivers and unpredictable schedules for us.",weekend work non negotiable but there no evening care anywhere nearby short staffing means inconsistent caregivers unpredictable schedules us,SCHEDULING_CONSTRAINTS
R00162,household,1,January 2024,CT,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00162,household,1,January 2024,CT,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00163,provider,3,March 2024,FL,Affordability pressures mean delays in payments and tighter margins for the program. I field calls daily from parents desperate for openings we just do not have.,affordability pressures mean delays payments tighter margins program i field calls daily parents desperate openings just do not have,AFFORDABILITY
R00164,household,2,February 2024,GA,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION
R00164,household,2,February 2024,GA,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,STRESS_BURNOUT
R00165,provider,1,January 2024,CA,"Managing constant schedule changes with too few people is crushing my mental health. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",managing constant schedule changes too few people crushing my mental health families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff,FOOD_INSECURITY
R00165,provider,1,January 2024,CA,"Managing constant schedule changes with too few people is crushing my mental health. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",managing constant schedule changes too few people crushing my mental health families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff,SCHEDULING_CONSTRAINTS
R00165,provider,1,January 2024,CA,"Managing constant schedule changes with too few people is crushing my mental health. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",managing constant schedule changes too few people crushing my mental health families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff,STRESS_BURNOUT
R00166,household,3,March 2024,TX,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS
R00166,household,3,March 2024,TX,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us no slots open when my shifts change so reliable childcare access feels impossible,EMPLOYMENT_DISRUPTION
R00166,household,3,March 2024,TX,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible.",short staffing means inconsistent caregivers unpredictable schedules us no slots open when my shifts change so reliable childcare access feels impossible,SCHEDULING_CONSTRAINTS
R00168,household,3,March 2024,FL,"We cannot afford reliable care when costs rise faster than wages. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",cannot afford reliable care when costs rise faster than wages my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY
R00168,household,3,March 2024,FL,"We cannot afford reliable care when costs rise faster than wages. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",cannot afford reliable care when costs rise faster than wages my partner i exhausted constantly anxious about childcare collapsing last minute,STRESS_BURNOUT
R00169,household,1,January 2024,TX,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00170,provider,1,January 2024,CT,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,CHILDCARE_ACCESS
R00171,household,2,February 2024,CA,"No slots open when my shifts change, so reliable childcare access feels impossible. We stretch groceries and sometimes skip meals so tuition can stay current.",no slots open when my shifts change so reliable childcare access feels impossible stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00171,household,2,February 2024,CA,"No slots open when my shifts change, so reliable childcare access feels impossible. We stretch groceries and sometimes skip meals so tuition can stay current.",no slots open when my shifts change so reliable childcare access feels impossible stretch groceries sometimes skip meals so tuition can stay current,CHILDCARE_ACCESS
R00171,household,2,February 2024,CA,"No slots open when my shifts change, so reliable childcare access feels impossible. We stretch groceries and sometimes skip meals so tuition can stay current.",no slots open when my shifts change so reliable childcare access feels impossible stretch groceries sometimes skip meals so tuition can stay current,EMPLOYMENT_DISRUPTION
R00171,household,2,February 2024,CA,"No slots open when my shifts change, so reliable childcare access feels impossible. We stretch groceries and sometimes skip meals so tuition can stay current.",no slots open when my shifts change so reliable childcare access feels impossible stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00172,provider,3,March 2024,IL,Managing constant schedule changes with too few people is crushing my mental health. Keeping care affordable while paying staff fairly is nearly impossible.,managing constant schedule changes too few people crushing my mental health keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00172,provider,3,March 2024,IL,Managing constant schedule changes with too few people is crushing my mental health. Keeping care affordable while paying staff fairly is nearly impossible.,managing constant schedule changes too few people crushing my mental health keeping care affordable while paying staff fairly nearly impossible,SCHEDULING_CONSTRAINTS
R00172,provider,3,March 2024,IL,Managing constant schedule changes with too few people is crushing my mental health. Keeping care affordable while paying staff fairly is nearly impossible.,managing constant schedule changes too few people crushing my mental health keeping care affordable while paying staff fairly nearly impossible,STRESS_BURNOUT
R00173,household,2,February 2024,CO,"Tuition and fees are too expensive; every increase means cutting groceries. Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",tuition fees too expensive every increase means cutting groceries employment keeps getting disrupted when i have leave early pickups my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY
R00173,household,2,February 2024,CO,"Tuition and fees are too expensive; every increase means cutting groceries. Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",tuition fees too expensive every increase means cutting groceries employment keeps getting disrupted when i have leave early pickups my partner i exhausted constantly anxious about childcare collapsing last minute,EMPLOYMENT_DISRUPTION
R00173,household,2,February 2024,CO,"Tuition and fees are too expensive; every increase means cutting groceries. Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",tuition fees too expensive every increase means cutting groceries employment keeps getting disrupted when i have leave early pickups my partner i exhausted constantly anxious about childcare collapsing last minute,FOOD_INSECURITY
R00173,household,2,February 2024,CO,"Tuition and fees are too expensive; every increase means cutting groceries. Employment keeps getting disrupted when I have to leave early for pickups. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",tuition fees too expensive every increase means cutting groceries employment keeps getting disrupted when i have leave early pickups my partner i exhausted constantly anxious about childcare collapsing last minute,STRESS_BURNOUT
R00174,provider,3,March 2024,IL,I field calls daily from parents desperate for openings we just do not have. Food budgets for the program are maxed out while families ask for extra meals.,i field calls daily parents desperate openings just do not have food budgets program maxed out while families ask extra meals,FOOD_INSECURITY
R00175,provider,2,February 2024,GA,"Managing constant schedule changes with too few people is crushing my mental health. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",managing constant schedule changes too few people crushing my mental health open positions stay vacant forcing us cap enrollment reduce hours,SCHEDULING_CONSTRAINTS
R00175,provider,2,February 2024,GA,"Managing constant schedule changes with too few people is crushing my mental health. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",managing constant schedule changes too few people crushing my mental health open positions stay vacant forcing us cap enrollment reduce hours,STRESS_BURNOUT
R00176,household,3,March 2024,CO,"No slots open when my shifts change, so reliable childcare access feels impossible. I miss work every time care falls through, and my employer is losing patience.",no slots open when my shifts change so reliable childcare access feels impossible i miss work every time care falls through my employer losing patience,CHILDCARE_ACCESS
R00176,household,3,March 2024,CO,"No slots open when my shifts change, so reliable childcare access feels impossible. I miss work every time care falls through, and my employer is losing patience.",no slots open when my shifts change so reliable childcare access feels impossible i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION
R00177,household,1,January 2024,FL,We have been on a childcare waitlist for months after our center closed. We were told staffing shortages limit the program to part-week care. Tuition and fees are too expensive; every increase means cutting groceries.,have been childcare waitlist months after our center closed were told staffing shortages limit program part week care tuition fees too expensive every increase means cutting groceries,AFFORDABILITY
R00177,household,1,January 2024,FL,We have been on a childcare waitlist for months after our center closed. We were told staffing shortages limit the program to part-week care. Tuition and fees are too expensive; every increase means cutting groceries.,have been childcare waitlist months after our center closed were told staffing shortages limit program part week care tuition fees too expensive every increase means cutting groceries,CHILDCARE_ACCESS
R00177,household,1,January 2024,FL,We have been on a childcare waitlist for months after our center closed. We were told staffing shortages limit the program to part-week care. Tuition and fees are too expensive; every increase means cutting groceries.,have been childcare waitlist months after our center closed were told staffing shortages limit program part week care tuition fees too expensive every increase means cutting groceries,FOOD_INSECURITY
R00178,provider,3,March 2024,PA,Food budgets for the program are maxed out while families ask for extra meals. Operating costs skyrocket but families cannot absorb more tuition. Staff and I are emotionally drained; burnout is spreading across the team.,food budgets program maxed out while families ask extra meals operating costs skyrocket but families cannot absorb more tuition staff i emotionally drained burnout spreading across team,AFFORDABILITY
R00178,provider,3,March 2024,PA,Food budgets for the program are maxed out while families ask for extra meals. Operating costs skyrocket but families cannot absorb more tuition. Staff and I are emotionally drained; burnout is spreading across the team.,food budgets program maxed out while families ask extra meals operating costs skyrocket but families cannot absorb more tuition staff i emotionally drained burnout spreading across team,FOOD_INSECURITY
