respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R00354,household,3,March 2024,CA,60-100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Childcare remains unaffordable, forcing us to take turns missing work. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",stretch groceries sometimes skip meals so tuition can stay current childcare remains unaffordable forcing us take turns missing work my partner i exhausted constantly anxious about childcare collapsing last minute,"['AFFORDABILITY', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,False,False,True,False,False,True
R00355,provider,1,January 2024,AZ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00356,provider,3,March 2024,OH,,after_school,"Families want more slots than we can offer; access breaks down when staff call out. I am overwhelmed balancing paperwork, families, and the classroom without relief.",families want more slots than can offer access breaks down when staff call out i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00357,household,2,February 2024,NJ,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We have been on a childcare waitlist for months after our center closed.,short staffing means inconsistent caregivers unpredictable schedules us have been childcare waitlist months after our center closed,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS']",False,True,False,False,False,True,False
R00358,household,3,March 2024,PA,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages. We stretch groceries and sometimes skip meals so tuition can stay current.,short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,False
R00359,household,1,January 2024,CA,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Childcare remains unaffordable, forcing us to take turns missing work.",weekend work non negotiable but there no evening care anywhere nearby childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R00360,household,3,March 2024,WA,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. I miss work every time care falls through, and my employer is losing patience.",our center says classrooms merge because staff shortages leaving fewer hours i miss work every time care falls through my employer losing patience,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R00361,household,2,February 2024,CA,60-100k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R00362,provider,1,January 2024,TX,,family_home,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,[],False,False,False,False,False,False,False
R00363,household,2,February 2024,NC,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R00364,household,2,February 2024,AZ,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We have been on a childcare waitlist for months after our center closed.,coordinating schedules my partner provider weekly puzzle rarely solve have been childcare waitlist months after our center closed,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS']",False,True,False,False,False,True,False
R00365,household,1,January 2024,CA,60-100k,,"Tuition and fees are too expensive; every increase means cutting groceries. Finding after-school care is a battle every semester, and options keep shrinking.",tuition fees too expensive every increase means cutting groceries finding after school care battle every semester options keep shrinking,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'FOOD_INSECURITY']",True,True,False,True,False,False,False
R00366,provider,1,January 2024,NY,,after_school,Food budgets for the program are maxed out while families ask for extra meals. Keeping care affordable while paying staff fairly is nearly impossible.,food budgets program maxed out while families ask extra meals keeping care affordable while paying staff fairly nearly impossible,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,False,False,False
R00367,household,1,January 2024,MI,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us.",food insecurity creeping back rely pantry between paychecks finding after school care battle every semester options keep shrinking short staffing means inconsistent caregivers unpredictable schedules us,"['CHILDCARE_ACCESS', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,True,False,True,False,True,False
R00368,household,2,February 2024,TX,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. I miss work every time care falls through, and my employer is losing patience.",weekend work non negotiable but there no evening care anywhere nearby i miss work every time care falls through my employer losing patience,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00369,provider,1,January 2024,FL,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",i am overwhelmed balancing paperwork families classroom without relief open positions stay vacant forcing us cap enrollment reduce hours,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00370,provider,2,February 2024,CA,,center,"Keeping care affordable while paying staff fairly is nearly impossible. Families tell me they face food insecurity, and we set up snack pantries in the classroom. No substitutes are available, so I cover multiple classrooms daily.",keeping care affordable while paying staff fairly nearly impossible families tell me they face food insecurity set up snack pantries classroom no substitutes available so i cover multiple classrooms daily,"['AFFORDABILITY', 'FOOD_INSECURITY', 'PROVIDER_STAFF_SHORTAGE']",True,False,False,True,True,False,False
R00371,household,2,February 2024,NJ,<30k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. I miss work every time care falls through, and my employer is losing patience.",food insecurity creeping back rely pantry between paychecks i miss work every time care falls through my employer losing patience,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",False,False,True,True,False,False,False
R00372,household,2,February 2024,NJ,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",no slots open when my shifts change so reliable childcare access feels impossible stress juggling work caregiving overwhelming my mental health keeps slipping,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,True,True,True,False,True,True
R00373,household,3,March 2024,CA,60-100k,,"I water down meals for the kids when food runs low after rent and child care. My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",i water down meals kids when food runs low after rent child care my hours were cut after too many schedule changes driven childcare gaps my partner i exhausted constantly anxious about childcare collapsing last minute,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,False,True,True
R00374,household,1,January 2024,AZ,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",my partner i exhausted constantly anxious about childcare collapsing last minute,['STRESS_BURNOUT'],False,False,False,False,False,False,False
R00375,household,3,March 2024,AZ,>100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. No slots open when my shifts change, so reliable childcare access feels impossible. Childcare remains unaffordable, forcing us to take turns missing work.",coordinating schedules my partner provider weekly puzzle rarely solve no slots open when my shifts change so reliable childcare access feels impossible childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,True,True,False,False,True,False
R00376,provider,1,January 2024,AL,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Managing constant schedule changes with too few people is crushing my mental health. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",i see children coming hungry our program scrambles cover snacks managing constant schedule changes too few people crushing my mental health families need nights weekend coverage but cannot stretch schedules without burning out staff,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,False,True,True
R00377,household,1,January 2024,NJ,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work stress juggling work caregiving overwhelming my mental health keeps slipping my split shift schedule never aligns center s hours so coverage falls apart,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",True,False,True,False,False,True,True
R00378,household,1,January 2024,WA,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Tuition and fees are too expensive; every increase means cutting groceries.,food insecurity creeping back rely pantry between paychecks tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,False,False,False
R00379,household,1,January 2024,NY,<30k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We were told staffing shortages limit the program to part-week care. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stress juggling work caregiving overwhelming my mental health keeps slipping were told staffing shortages limit program part week care my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R00380,household,2,February 2024,PA,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. Tuition and fees are too expensive; every increase means cutting groceries.,my hours were cut after too many schedule changes driven childcare gaps tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,False,False
R00381,provider,2,February 2024,NC,,center,"Managing constant schedule changes with too few people is crushing my mental health. Families want more slots than we can offer; access breaks down when staff call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",managing constant schedule changes too few people crushing my mental health families want more slots than can offer access breaks down when staff call out families tell me they face food insecurity set up snack pantries classroom,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,True,False,True,True
R00382,household,1,January 2024,NY,30-60k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Our center says classrooms merge because of staff shortages, leaving fewer hours.",coordinating schedules my partner provider weekly puzzle rarely solve our center says classrooms merge because staff shortages leaving fewer hours,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R00383,household,3,March 2024,AZ,30-60k,,"We have been on a childcare waitlist for months after our center closed. Our center says classrooms merge because of staff shortages, leaving fewer hours.",have been childcare waitlist months after our center closed our center says classrooms merge because staff shortages leaving fewer hours,['CHILDCARE_ACCESS'],False,True,False,False,False,True,False
R00384,household,2,February 2024,MA,30-60k,,We have been on a childcare waitlist for months after our center closed.,have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,False,False,False,False,False,False
R00385,household,3,March 2024,NY,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",food insecurity creeping back rely pantry between paychecks weekend work non negotiable but there no evening care anywhere nearby,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,True,False,True,False,True,False
R00386,household,2,February 2024,FL,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],True,False,False,False,False,False,False
R00387,household,1,January 2024,NY,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups.",our center says classrooms merge because staff shortages leaving fewer hours my split shift schedule never aligns center s hours so coverage falls apart employment keeps getting disrupted when i have leave early pickups,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00388,provider,1,January 2024,NY,,family_home,"No substitutes are available, so I cover multiple classrooms daily.",no substitutes available so i cover multiple classrooms daily,['PROVIDER_STAFF_SHORTAGE'],False,True,False,False,True,False,False
R00389,provider,3,March 2024,MA,,family_home,"Staff juggle multiple jobs, and every disruption ripples through coverage. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families want more slots than we can offer; access breaks down when staff call out.",staff juggle multiple jobs every disruption ripples through coverage families tell me they face food insecurity set up snack pantries classroom families want more slots than can offer access breaks down when staff call out,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R00390,provider,2,February 2024,AZ,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",assistants quit when schedules change so my employment feels precarious too families tell me they face food insecurity set up snack pantries classroom,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,True,True,False,True,False
R00391,household,2,February 2024,CT,30-60k,,"I miss work every time care falls through, and my employer is losing patience. Finding after-school care is a battle every semester, and options keep shrinking.",i miss work every time care falls through my employer losing patience finding after school care battle every semester options keep shrinking,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,True,False,False,False,False
R00392,household,2,February 2024,OH,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Tuition and fees are too expensive; every increase means cutting groceries.",finding after school care battle every semester options keep shrinking stress juggling work caregiving overwhelming my mental health keeps slipping tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,True,False,True,False,False,True
R00393,household,2,February 2024,AL,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],False,False,False,False,False,False,False
R00394,household,3,March 2024,FL,<30k,,My hours were cut after too many schedule changes driven by childcare gaps. We cannot afford reliable care when costs rise faster than wages. We have been on a childcare waitlist for months after our center closed.,my hours were cut after too many schedule changes driven childcare gaps cannot afford reliable care when costs rise faster than wages have been childcare waitlist months after our center closed,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R00395,household,1,January 2024,WA,30-60k,,We cannot afford reliable care when costs rise faster than wages. Food insecurity is creeping back—we rely on the pantry between paychecks.,cannot afford reliable care when costs rise faster than wages food insecurity creeping back rely pantry between paychecks,"['AFFORDABILITY', 'FOOD_INSECURITY']",False,False,False,True,False,False,False
R00396,household,1,January 2024,OH,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. We have been on a childcare waitlist for months after our center closed.",our center says classrooms merge because staff shortages leaving fewer hours have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R00397,household,3,March 2024,FL,30-60k,,"We were told staffing shortages limit the program to part-week care. Childcare remains unaffordable, forcing us to take turns missing work.",were told staffing shortages limit program part week care childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],True,False,False,False,False,False,False
R00398,household,1,January 2024,MI,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. I feel burned out every week trying to cover shifts and still be a present parent.",finding after school care battle every semester options keep shrinking i feel burned out every week trying cover shifts still present parent,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,True,True,False,False,False,True
R00399,household,3,March 2024,TX,<30k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,[],False,False,False,False,False,False,False
R00400,household,3,March 2024,CA,60-100k,,"I feel burned out every week trying to cover shifts and still be a present parent. Our center says classrooms merge because of staff shortages, leaving fewer hours. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.",i feel burned out every week trying cover shifts still present parent our center says classrooms merge because staff shortages leaving fewer hours coordinating schedules my partner provider weekly puzzle rarely solve,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R00401,provider,3,March 2024,NY,,family_home,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Scheduling constraints force us to close early when multiple people call out.",families tell me they face food insecurity set up snack pantries classroom scheduling constraints force us close early when multiple people call out,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R00402,household,1,January 2024,NJ,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Tuition and fees are too expensive; every increase means cutting groceries. Finding after-school care is a battle every semester, and options keep shrinking.",my split shift schedule never aligns center s hours so coverage falls apart tuition fees too expensive every increase means cutting groceries finding after school care battle every semester options keep shrinking,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,True,True,True,False,True,False
R00403,household,2,February 2024,PA,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.",no slots open when my shifts change so reliable childcare access feels impossible coordinating schedules my partner provider weekly puzzle rarely solve,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,False,True,False,True,False
R00404,provider,2,February 2024,NC,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. We are short staffed and cannot hire assistants even after months of recruiting. Assistants quit when schedules change, so my employment feels precarious too.",i see children coming hungry our program scrambles cover snacks short staffed cannot hire assistants even after months recruiting assistants quit when schedules change so my employment feels precarious too,"['EMPLOYMENT_DISRUPTION', 'PROVIDER_STAFF_SHORTAGE', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,True,True,False
R00405,household,1,January 2024,CT,30-60k,,"We cannot afford reliable care when costs rise faster than wages. Weekend work is non-negotiable, but there is no evening care anywhere nearby. I miss work every time care falls through, and my employer is losing patience.",cannot afford reliable care when costs rise faster than wages weekend work non negotiable but there no evening care anywhere nearby i miss work every time care falls through my employer losing patience,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R00406,provider,1,January 2024,TX,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. I field calls daily from parents desperate for openings we just do not have. Keeping care affordable while paying staff fairly is nearly impossible.",assistants quit when schedules change so my employment feels precarious too i field calls daily parents desperate openings just do not have keeping care affordable while paying staff fairly nearly impossible,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R00407,provider,2,February 2024,MA,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00408,household,1,January 2024,CA,>100k,,"We have been on a childcare waitlist for months after our center closed. Childcare remains unaffordable, forcing us to take turns missing work.",have been childcare waitlist months after our center closed childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'CHILDCARE_ACCESS']",True,True,False,False,False,False,False
R00409,household,1,January 2024,AL,30-60k,,"I miss work every time care falls through, and my employer is losing patience. We were told staffing shortages limit the program to part-week care. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",i miss work every time care falls through my employer losing patience were told staffing shortages limit program part week care weekend work non negotiable but there no evening care anywhere nearby,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00410,provider,1,January 2024,GA,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. Coordinating staggered shifts with limited staff feels impossible. No substitutes are available, so I cover multiple classrooms daily.",staff juggle multiple jobs every disruption ripples through coverage coordinating staggered shifts limited staff feels impossible no substitutes available so i cover multiple classrooms daily,"['EMPLOYMENT_DISRUPTION', 'PROVIDER_STAFF_SHORTAGE']",False,False,True,False,True,False,False
R00411,provider,1,January 2024,NJ,,center,"Keeping care affordable while paying staff fairly is nearly impossible. Assistants quit when schedules change, so my employment feels precarious too.",keeping care affordable while paying staff fairly nearly impossible assistants quit when schedules change so my employment feels precarious too,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
R00412,household,3,March 2024,PA,>100k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,True,False
R00413,household,3,March 2024,NC,30-60k,,We were told staffing shortages limit the program to part-week care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We have been on a childcare waitlist for months after our center closed.,were told staffing shortages limit program part week care stress juggling work caregiving overwhelming my mental health keeps slipping have been childcare waitlist months after our center closed,"['CHILDCARE_ACCESS', 'STRESS_BURNOUT']",False,True,False,False,False,False,True
R00414,household,3,March 2024,AL,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00415,household,2,February 2024,MI,30-60k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Childcare remains unaffordable, forcing us to take turns missing work. We stretch groceries and sometimes skip meals so tuition can stay current.",coordinating schedules my partner provider weekly puzzle rarely solve childcare remains unaffordable forcing us take turns missing work stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,False,True,False,True,False
R00416,provider,3,March 2024,CT,,family_home,"Keeping care affordable while paying staff fairly is nearly impossible. Assistants quit when schedules change, so my employment feels precarious too.",keeping care affordable while paying staff fairly nearly impossible assistants quit when schedules change so my employment feels precarious too,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R00417,provider,1,January 2024,TX,,informal,"Families want more slots than we can offer; access breaks down when staff call out. I am overwhelmed balancing paperwork, families, and the classroom without relief.",families want more slots than can offer access breaks down when staff call out i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00418,household,2,February 2024,AL,30-60k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Employment keeps getting disrupted when I have to leave early for pickups.,food insecurity creeping back rely pantry between paychecks employment keeps getting disrupted when i have leave early pickups,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY']",False,False,False,True,False,False,True
R00419,provider,2,February 2024,IL,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",families need nights weekend coverage but cannot stretch schedules without burning out staff,['SCHEDULING_CONSTRAINTS'],False,False,True,False,False,False,False
R00420,household,1,January 2024,MA,60-100k,,"Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart. We stretch groceries and sometimes skip meals so tuition can stay current.",employment keeps getting disrupted when i have leave early pickups my split shift schedule never aligns center s hours so coverage falls apart stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
R00421,household,1,January 2024,PA,60-100k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R00422,provider,1,January 2024,MA,,family_home,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,['CHILDCARE_ACCESS'],True,True,False,False,False,False,False
R00423,household,1,January 2024,IL,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. I feel burned out every week trying to cover shifts and still be a present parent.",no slots open when my shifts change so reliable childcare access feels impossible i feel burned out every week trying cover shifts still present parent,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,True,True,False,False,False,True
R00424,provider,3,March 2024,GA,,family_home,"Food budgets for the program are maxed out while families ask for extra meals. Staff juggle multiple jobs, and every disruption ripples through coverage.",food budgets program maxed out while families ask extra meals staff juggle multiple jobs every disruption ripples through coverage,['FOOD_INSECURITY'],True,False,False,True,False,False,True
R00425,provider,1,January 2024,GA,,informal,Families want more slots than we can offer; access breaks down when staff call out.,families want more slots than can offer access breaks down when staff call out,[],False,False,False,False,False,False,False
R00426,household,2,February 2024,AL,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Weekend work is non-negotiable, but there is no evening care anywhere nearby. I water down meals for the kids when food runs low after rent and child care.",our center says classrooms merge because staff shortages leaving fewer hours weekend work non negotiable but there no evening care anywhere nearby i water down meals kids when food runs low after rent child care,['SCHEDULING_CONSTRAINTS'],False,False,False,True,False,True,True
R00427,provider,3,March 2024,OH,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage. Our center closed classrooms temporarily, so neighborhood access evaporated.",staff juggle multiple jobs every disruption ripples through coverage our center closed classrooms temporarily so neighborhood access evaporated,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R00428,household,1,January 2024,TX,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.",no slots open when my shifts change so reliable childcare access feels impossible were told staffing shortages limit program part week care coordinating schedules my partner provider weekly puzzle rarely solve,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R00429,household,1,January 2024,CA,60-100k,,"I miss work every time care falls through, and my employer is losing patience. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I water down meals for the kids when food runs low after rent and child care.",i miss work every time care falls through my employer losing patience coordinating schedules my partner provider weekly puzzle rarely solve i water down meals kids when food runs low after rent child care,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R00430,household,3,March 2024,FL,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. Weekend work is non-negotiable, but there is no evening care anywhere nearby. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",finding after school care battle every semester options keep shrinking weekend work non negotiable but there no evening care anywhere nearby my partner i exhausted constantly anxious about childcare collapsing last minute,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,True,False,False,True,True
R00431,provider,2,February 2024,PA,,after_school,"Food budgets for the program are maxed out while families ask for extra meals. Assistants quit when schedules change, so my employment feels precarious too.",food budgets program maxed out while families ask extra meals assistants quit when schedules change so my employment feels precarious too,"['EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,True,True,True,False,False
R00432,household,3,March 2024,MI,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking.",finding after school care battle every semester options keep shrinking,['CHILDCARE_ACCESS'],False,True,False,False,True,False,False
R00433,household,1,January 2024,NC,>100k,,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience.",cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R00434,household,2,February 2024,NC,60-100k,,We have been on a childcare waitlist for months after our center closed.,have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R00435,provider,3,March 2024,NY,,family_home,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",families need nights weekend coverage but cannot stretch schedules without burning out staff,['SCHEDULING_CONSTRAINTS'],True,False,False,False,False,True,False
