respondent_id,frame,wave,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT,stress_score,food_insecurity,employment_disruption,provider_closure_risk,closure_risk_high
R00340,household,3,False,False,False,False,False,False,False,21.65256883334664,0,0,0.0,0
R00341,household,3,False,True,True,False,False,False,True,15.211187236115785,0,1,0.0,0
R00342,provider,3,True,False,False,False,False,True,True,30.56784117936466,1,0,1.0,0
R00343,household,2,True,False,False,True,False,True,False,20.351094282846105,0,1,0.0,0
R00344,provider,2,True,False,False,False,False,False,False,20.483341712236157,1,0,1.0,0
R00345,provider,2,False,False,False,False,True,False,False,27.697258089907244,0,0,2.0,1
R00346,household,2,True,False,False,True,False,True,True,14.039429125308164,1,0,0.0,0
R00347,provider,2,False,False,True,True,False,False,False,14.453379448853367,1,0,1.0,0
R00348,household,3,False,False,False,False,False,True,False,21.290262378286084,0,0,0.0,0
R00349,household,2,False,False,False,False,False,True,False,10.917563406484623,0,0,0.0,0
R00350,household,1,False,True,False,False,False,False,False,26.855694288321054,0,0,0.0,0
R00351,household,2,True,True,True,True,False,True,False,22.01050785152632,1,1,0.0,0
R00352,household,1,False,False,True,False,False,False,False,23.079503915060425,0,0,0.0,0
R00353,provider,1,False,False,False,False,False,False,True,22.499839525764976,0,0,1.0,0
R00354,household,3,True,False,False,True,False,False,True,31.277694704852273,0,0,0.0,0
R00355,provider,1,False,False,False,False,False,False,True,30.040460174869594,0,0,2.0,1
R00356,provider,3,False,False,False,False,False,False,True,23.024384163321876,0,0,1.0,0
R00357,household,2,False,True,False,False,False,True,False,22.25034442708373,0,0,0.0,0
R00358,household,3,True,False,False,True,False,True,False,21.25944848525344,0,0,0.0,0
R00359,household,1,True,False,False,False,False,True,False,14.372061999787249,0,0,0.0,0
R00360,household,3,False,False,True,False,False,False,False,17.114827918557882,0,1,0.0,0
R00361,household,2,False,False,True,False,False,False,False,17.084864805285847,1,1,0.0,0
R00362,provider,1,False,False,False,False,False,False,False,20.300363186120972,0,0,1.0,0
R00363,household,2,False,False,True,False,False,False,True,31.294415411562227,0,0,0.0,0
R00364,household,2,False,True,False,False,False,True,False,13.052411840492766,0,0,0.0,0
R00365,household,1,True,True,False,True,False,False,False,17.249945818082534,0,0,0.0,0
R00366,provider,1,True,False,False,True,False,False,False,26.88873328595384,1,0,0.0,0
R00367,household,1,False,True,False,True,False,True,False,15.986780332880995,1,0,0.0,0
R00368,household,2,False,False,True,False,False,True,False,14.887333903044665,0,1,0.0,0
R00369,provider,1,False,False,False,False,False,False,True,25.447437888676912,0,0,1.0,0
R00370,provider,2,True,False,False,True,True,False,False,23.06631114291192,1,0,2.0,1
R00371,household,2,False,False,True,True,False,False,False,18.068556333363954,1,1,0.0,0
R00372,household,2,False,True,True,False,False,False,True,33.49689084066133,0,0,0.0,0
R00373,household,3,False,False,False,False,False,True,True,31.774905134502784,0,0,0.0,0
R00374,household,1,False,False,False,False,False,False,True,34.23674457958599,0,0,0.0,0
R00375,household,3,True,True,True,False,False,True,False,24.20035453979786,0,1,0.0,0
R00376,provider,1,False,False,False,False,False,True,True,34.88472668379591,0,0,1.0,0
R00377,household,1,True,False,True,False,False,True,True,26.264157535488692,0,0,0.0,0
R00378,household,1,True,False,False,True,False,False,False,5.978866247600916,0,0,0.0,0
R00379,household,1,False,False,True,False,False,True,True,37.23834800590591,0,0,0.0,0
R00380,household,2,True,False,False,True,False,True,False,15.929421206182157,0,0,0.0,0
R00381,provider,2,False,False,False,True,False,True,True,30.044636912073155,0,0,1.0,0
R00382,household,1,False,False,False,False,False,True,False,28.16984402314574,1,0,0.0,0
R00383,household,3,False,True,False,False,False,False,False,8.386442753646449,0,0,0.0,0
R00384,household,2,False,True,False,False,False,False,False,10.490116715363163,0,0,0.0,0
R00385,household,3,False,False,False,True,False,True,False,11.114606524464879,1,0,0.0,0
R00386,household,2,True,False,False,False,False,False,False,13.235182259847457,0,0,0.0,0
R00387,household,1,False,False,True,False,False,True,False,22.354476462394462,0,1,0.0,0
R00388,provider,1,False,False,False,False,True,False,False,21.145127056876625,0,0,2.0,1
R00389,provider,3,False,False,False,True,False,False,False,19.657645075971324,1,0,1.0,0
R00390,provider,2,False,False,True,True,False,True,False,13.120432556496784,0,0,1.0,0
R00391,household,2,False,True,True,False,False,False,False,4.1393793802041365,0,1,0.0,0
R00392,household,2,True,True,False,True,False,False,True,27.738061005739926,1,0,0.0,0
R00393,household,2,False,False,False,False,False,False,False,15.169343798169987,0,1,0.0,0
R00394,household,3,True,True,False,False,False,True,False,21.833149506271475,0,0,0.0,0
R00395,household,1,True,False,False,True,False,False,False,22.21172175732762,1,0,0.0,0
R00396,household,1,False,True,False,False,False,False,False,18.82944859235209,0,0,0.0,0
R00397,household,3,True,False,False,False,False,False,False,22.560798512255122,1,0,0.0,0
R00398,household,1,False,True,True,False,False,False,True,27.00867313183589,0,1,0.0,0
R00399,household,3,False,False,False,False,False,False,False,21.1803882336088,0,0,0.0,0
R00400,household,3,False,False,True,False,False,True,True,23.682770709480163,1,1,0.0,0
R00401,provider,3,False,False,False,True,False,False,False,16.922331517011248,0,0,1.0,0
R00402,household,1,True,True,True,True,False,True,False,20.71506980035314,1,0,0.0,0
R00403,household,2,False,True,True,False,False,True,False,24.23756386014625,0,1,0.0,0
R00404,provider,2,False,False,True,False,True,True,False,19.184642452784175,0,0,2.0,1
R00405,household,1,True,False,True,False,False,True,False,23.044677856199943,0,1,0.0,0
R00406,provider,1,True,False,True,False,False,True,False,19.675010182434654,0,0,2.0,1
R00407,provider,2,False,False,False,False,False,False,True,25.87621335176486,1,0,2.0,1
R00408,household,1,True,True,False,False,False,False,False,22.97711425214444,1,0,0.0,0
R00409,household,1,False,False,True,False,False,True,False,7.9861617574187305,0,1,0.0,0
R00410,provider,1,False,False,True,False,True,False,False,10.221166031551434,0,0,1.0,0
R00411,provider,1,True,False,True,False,False,True,False,12.53522592160699,0,0,1.0,0
R00412,household,3,False,False,True,False,False,False,False,3.9983032809101715,0,1,0.0,0
R00413,household,3,False,True,False,False,False,False,True,18.52485613528232,0,1,0.0,0
R00414,household,3,False,False,True,False,False,True,False,23.744574675904882,0,0,0.0,0
R00415,household,2,True,False,False,True,False,True,False,18.125851220124787,1,0,0.0,0
R00416,provider,3,True,False,True,False,False,True,False,20.319888131727758,1,0,2.0,1
R00417,provider,1,False,False,False,False,False,False,True,31.04533910281347,0,0,0.0,0
R00418,household,2,False,False,True,True,False,False,False,25.966116793606147,0,1,0.0,0
R00419,provider,2,False,False,False,False,False,True,False,19.95222591832405,1,0,1.0,0
R00420,household,1,True,False,True,True,False,True,False,29.479699484521362,1,0,0.0,0
R00421,household,1,False,False,True,False,False,False,False,18.552759950604656,0,1,0.0,0
R00422,provider,1,False,True,False,False,False,False,False,12.975610657035228,0,0,1.0,0
R00423,household,1,False,True,True,False,False,False,True,25.53337901906584,0,1,0.0,0
R00424,provider,3,False,False,False,True,False,False,False,9.116780924609902,1,0,1.0,0
R00425,provider,1,False,False,False,False,False,False,False,12.671196877598085,0,0,1.0,0
R00426,household,2,False,False,False,False,False,True,False,18.579433565179222,0,0,0.0,0
R00427,provider,3,False,True,False,False,False,False,False,22.82151011627161,0,0,1.0,0
R00428,household,1,False,True,True,False,False,True,False,28.934106553365307,0,0,0.0,0
R00429,household,1,False,False,True,False,False,True,False,11.518166694726531,0,1,0.0,0
R00430,household,3,False,True,False,False,False,True,True,32.50696291652642,0,0,0.0,0
R00431,provider,2,False,False,True,True,False,True,False,13.703579876985033,1,0,1.0,0
R00432,household,3,False,True,False,False,False,False,False,20.848182530779212,0,1,0.0,0
R00433,household,1,True,False,True,False,False,False,False,17.213480095873642,0,1,0.0,0
R00434,household,2,False,True,False,False,False,False,False,7.014565044914818,0,0,0.0,0
R00435,provider,3,False,False,False,False,False,True,False,27.47773044275779,0,0,1.0,0
R00436,provider,1,True,False,False,False,False,False,False,14.369995723147614,0,0,1.0,0
R00437,provider,2,False,False,True,True,False,True,False,16.37368431393617,1,0,1.0,0
R00438,provider,1,True,False,False,False,False,False,False,11.58148553226186,1,0,2.0,1
R00439,provider,3,False,True,False,False,False,False,False,14.074300339874668,0,0,1.0,0
R00440,household,2,False,True,False,False,False,True,False,21.604870040488418,1,1,0.0,0
R00441,household,3,False,True,True,False,False,False,False,16.864533954381567,0,1,0.0,0
R00442,provider,3,False,False,True,False,False,False,False,19.971972013694888,0,0,1.0,0
R00443,provider,2,False,False,False,False,False,False,False,20.17153112357306,0,0,1.0,0
R00444,provider,2,False,False,False,True,False,False,False,25.923969933169,0,0,2.0,1
R00445,provider,1,False,False,False,False,False,False,False,15.943283094813724,1,0,1.0,0
R00446,provider,3,True,False,True,False,False,False,False,9.138853098925608,1,0,1.0,0
R00447,household,1,True,False,False,True,False,False,True,31.651126118312735,0,0,0.0,0
R00448,provider,1,True,False,False,False,False,False,False,16.011070967416472,1,0,1.0,0
R00449,household,2,False,True,True,True,False,False,False,24.687554667464262,1,0,0.0,0
R00450,provider,3,True,False,False,False,False,False,False,20.30026267909482,1,0,1.0,0
R00451,household,3,False,True,True,False,False,False,False,17.21317481877993,0,1,0.0,0
R00452,household,1,False,False,False,False,False,False,False,20.09265536427777,0,0,0.0,0
R00453,household,3,False,False,False,False,False,True,False,30.361838963741064,0,0,0.0,0
R00454,provider,1,False,False,False,False,True,True,True,39.21285194755864,0,0,3.0,1
R00455,household,3,True,False,True,False,False,True,False,21.006137057111946,0,0,0.0,0
R00456,provider,3,False,False,False,True,False,True,True,31.609525131332138,1,0,2.0,1
R00457,household,1,False,False,True,False,False,True,False,25.83560495419391,0,1,0.0,0
R00458,provider,1,True,False,False,False,False,True,False,14.658239229720735,0,0,2.0,1
R00459,household,1,False,False,False,True,False,False,False,19.99842223570953,1,0,0.0,0
R00460,household,3,True,True,False,False,False,True,False,20.056936613408084,1,0,0.0,0
R00461,provider,1,True,False,True,False,False,True,True,27.746313669812668,1,0,1.0,0
R00462,provider,2,True,False,False,False,False,True,True,20.32007688347518,1,0,1.0,0
R00463,household,2,False,False,False,False,False,False,True,16.15337352290637,0,0,0.0,0
R00464,household,3,True,False,False,True,False,False,False,5.5620993840522495,1,0,0.0,0
R00465,household,1,False,False,True,False,False,True,False,14.281869369953066,0,1,0.0,0
R00466,provider,3,False,False,False,False,True,False,False,15.247948290364002,0,0,3.0,1
R00467,household,1,False,False,True,False,False,True,False,18.228820560208483,0,0,0.0,0
R00468,household,2,False,False,False,True,False,True,False,31.308450333819955,0,0,0.0,0
R00469,household,2,False,False,True,False,False,True,False,29.062627978175158,0,0,0.0,0
R00470,household,1,True,True,False,True,False,False,False,12.227453301950236,1,0,0.0,0
R00471,household,2,True,False,True,False,False,True,False,22.384183891674155,0,1,0.0,0
R00472,household,3,False,True,True,False,False,False,False,15.55753058189805,0,1,0.0,0
R00473,household,1,False,False,False,False,False,True,False,20.079437720380735,0,0,0.0,0
R00474,provider,1,False,False,False,False,False,False,True,28.280292043196873,0,0,2.0,1
R00475,household,1,True,False,False,True,False,False,True,27.89979168965116,0,0,0.0,0
R00476,household,1,False,True,False,False,False,False,False,15.964449096695908,1,1,0.0,0
R00477,household,2,False,False,True,True,False,True,True,30.577565780356654,1,1,0.0,0
R00478,provider,2,False,False,False,False,False,False,False,11.148370643145576,0,0,0.0,0
R00479,household,2,False,True,True,False,False,False,False,18.03803437417361,0,1,0.0,0
R00480,household,3,False,True,True,False,False,False,True,40.0,1,0,0.0,0
R00481,provider,3,False,False,True,False,False,False,False,19.338478455751652,0,0,1.0,0
R00482,household,2,False,False,True,False,False,True,False,28.557367328394708,0,1,0.0,0
R00483,provider,3,False,False,True,False,True,True,True,29.41505639224542,0,0,2.0,1
R00484,household,3,True,False,True,True,False,False,False,21.48466257197878,0,0,0.0,0
R00485,provider,2,True,False,True,False,False,False,False,17.65930083364385,0,0,1.0,0
R00486,provider,3,True,False,False,False,False,False,False,16.977554513014773,1,0,1.0,0
R00487,provider,3,False,False,False,True,False,True,True,25.23108192042892,0,0,1.0,0
R00488,household,3,False,False,False,False,False,False,False,20.58180815374532,0,1,0.0,0
R00489,provider,3,True,False,False,False,True,True,True,26.073885556314625,0,0,2.0,1
R00490,household,1,True,False,False,True,False,False,False,21.993511417880576,1,0,0.0,0
R00491,household,2,True,True,True,True,False,False,False,24.51172202667546,1,0,0.0,0
R00492,provider,1,False,False,False,False,False,True,True,27.892172013665974,0,0,1.0,0
R00493,household,1,False,False,True,False,False,False,False,16.28250759866585,0,1,0.0,0
R00494,provider,1,True,False,False,False,False,False,False,20.723793475852176,1,0,1.0,0
R00495,household,3,True,True,True,True,False,True,False,18.471426717672134,0,1,0.0,0
R00496,household,2,True,True,True,False,False,False,False,23.613282752790894,0,1,0.0,0
R00497,household,3,False,False,False,True,False,True,True,16.288867224008705,1,0,0.0,0
R00498,provider,2,False,True,False,False,False,False,False,15.986355791288123,1,0,1.0,0
R00499,household,1,True,True,True,False,False,True,False,8.295549383384104,1,1,0.0,0
R00500,household,1,True,False,True,False,False,True,True,20.993170428459113,0,1,0.0,0
R00501,provider,2,False,False,True,True,False,True,False,26.695116634951603,1,0,1.0,0
R00502,provider,3,False,False,False,False,False,False,False,23.371109891830116,1,0,1.0,0
R00503,household,3,False,False,False,False,False,False,False,13.683118600291259,0,0,0.0,0
R00504,household,1,False,False,False,False,False,False,True,17.953886142251463,0,0,0.0,0
R00505,household,2,False,False,False,False,False,True,True,11.94723652386456,1,0,0.0,0
R00506,provider,1,False,False,True,False,True,True,True,28.17944568359359,0,0,3.0,1
R00507,household,3,False,False,False,False,False,False,True,40.0,0,0,0.0,0
R00508,provider,2,True,False,True,True,False,True,False,21.601257757907856,1,0,1.0,0
R00509,provider,1,False,False,False,False,True,False,True,24.453085086690972,0,0,3.0,1
R00510,household,1,False,False,False,False,False,False,False,20.790481257001836,0,0,0.0,0
R00511,household,3,True,False,True,True,False,False,True,15.43132825891533,1,0,0.0,0
R00512,household,1,True,True,True,True,False,True,False,18.046717316792822,1,0,0.0,0
R00513,household,2,False,False,True,False,False,True,False,21.86910369986653,1,1,0.0,0
R00514,household,1,True,False,False,True,False,False,False,17.483396089073707,1,0,0.0,0
R00515,provider,1,True,False,False,True,True,False,False,22.744836730140484,1,0,2.0,1
R00516,provider,2,False,False,False,False,True,False,False,20.067871357416315,0,0,2.0,1
R00517,household,2,False,False,False,False,False,False,True,30.031921893812786,0,0,0.0,0
R00518,provider,2,False,False,True,False,False,False,False,13.869766306615443,0,0,1.0,0
R00519,household,3,False,True,True,False,False,False,False,23.38689245046329,0,1,0.0,0
R00520,household,2,False,False,False,False,False,False,True,32.35067536628303,1,0,0.0,0
R00521,provider,1,False,False,False,False,False,False,True,19.748613968939214,1,0,1.0,0
R00522,household,1,False,False,True,False,False,False,False,12.673826065712642,0,1,0.0,0
R00523,household,1,False,True,False,False,False,False,False,26.014706017921398,1,1,0.0,0
R00524,provider,1,False,False,False,False,False,False,False,16.85193607982964,0,0,0.0,0
R00525,household,3,False,False,False,False,False,True,False,29.4621819620334,1,0,0.0,0
R00526,household,1,True,False,True,True,False,True,True,25.52224763921021,0,1,0.0,0
R00527,household,1,False,False,True,True,False,False,False,26.730273457624268,1,1,0.0,0
R00528,household,2,True,False,False,False,False,False,False,18.78891490083271,0,0,0.0,0
R00529,provider,3,False,False,False,False,True,True,False,20.845213002361653,0,0,2.0,1
R00530,household,1,False,True,False,False,False,False,False,27.388308130019425,0,1,0.0,0
R00531,household,3,False,True,True,False,False,False,False,15.829377135334973,0,1,0.0,0
R00532,household,1,True,False,False,False,False,False,False,12.35326742445025,0,1,0.0,0
R00533,provider,1,False,False,True,False,True,True,False,19.10284653115846,0,0,2.0,1
R00534,household,2,False,True,False,False,False,False,False,20.714003703858832,1,1,0.0,0
R00535,household,1,True,False,False,True,False,False,False,8.605445566916913,1,0,0.0,0
R00536,household,2,True,False,False,False,False,True,False,24.19116238484079,1,0,0.0,0
R00537,household,1,True,False,False,True,False,False,False,14.767372094293542,1,0,0.0,0
R00538,household,3,False,False,True,False,False,False,False,24.88687596440138,0,0,0.0,0
R00539,provider,1,True,False,False,False,False,False,False,3.6344381705971713,0,0,1.0,0
R00540,household,1,False,True,True,False,False,False,True,22.543082005509284,0,1,0.0,0
R00541,provider,2,False,False,True,True,False,True,False,10.939025860724296,1,0,0.0,0
R00542,provider,3,False,True,False,False,False,False,False,13.042623201816284,0,0,2.0,1
R00543,household,2,True,False,False,True,False,False,False,19.485995406653657,1,0,0.0,0
R00544,household,1,False,False,False,False,False,False,True,26.49960565607252,0,0,0.0,0
R00545,household,2,False,True,True,False,False,False,False,16.47973458631191,0,0,0.0,0
R00546,household,3,False,False,False,False,False,True,False,19.066089415232003,1,0,0.0,0
R00547,household,1,False,False,False,True,False,True,True,25.902544201516374,0,0,0.0,0
R00548,household,1,True,False,False,False,False,False,False,11.948783748341354,1,0,0.0,0
R00549,household,1,False,False,False,False,False,False,True,26.771145681303437,0,0,0.0,0
R00550,household,1,False,False,True,False,False,False,True,30.9755720309045,0,1,0.0,0
R00551,household,3,True,True,False,True,False,False,True,24.95200677068917,1,1,0.0,0
R00552,household,2,True,False,True,False,False,True,False,22.66166064360068,0,0,0.0,0
R00553,household,1,False,False,True,False,False,False,True,26.911253034543584,0,0,0.0,0
R00554,provider,3,True,False,False,False,False,False,False,30.210439816386405,0,0,2.0,1
R00555,household,1,True,False,False,False,False,True,False,21.258473432927232,0,0,0.0,0
R00556,provider,3,False,False,False,False,False,False,False,16.15750068999254,0,0,1.0,0
R00557,household,1,False,True,False,False,False,True,False,15.838546016759839,0,0,0.0,0
R00558,household,1,False,False,True,True,False,False,True,21.485560158081483,0,0,0.0,0
R00559,provider,1,False,False,False,False,False,True,True,24.19468056245624,0,0,1.0,0
R00560,household,3,False,False,False,False,False,True,False,13.41023244524514,1,0,0.0,0
R00561,provider,2,False,False,True,False,False,True,False,20.220066047239555,0,0,1.0,0
R00562,provider,3,False,False,False,False,False,False,True,28.09788704814052,0,0,1.0,0
R00563,household,3,True,False,False,True,False,True,False,20.62533041810955,1,0,0.0,0
R00564,provider,2,False,False,True,False,False,True,True,26.544087878494583,0,0,1.0,0
R00565,household,2,True,False,False,False,False,False,False,23.40110738411978,1,0,0.0,0
R00566,provider,3,False,False,True,False,False,False,False,22.436476033805686,0,0,2.0,1
R00567,provider,2,True,False,False,False,False,False,False,17.0421101554679,1,0,1.0,0
R00568,provider,3,True,False,False,False,False,True,True,25.140427132299767,1,0,2.0,1
R00569,household,3,False,False,True,False,False,False,True,25.67133358714434,0,1,0.0,0
R00570,household,1,False,False,True,False,False,True,False,21.57376987325508,0,1,0.0,0
R00571,provider,2,False,False,True,False,True,True,False,11.208650497301134,0,0,2.0,1
R00572,household,1,False,False,True,False,False,True,False,21.234280156023978,0,1,0.0,0
R00573,household,3,False,True,True,False,False,True,False,21.883588001567947,0,0,0.0,0
R00574,provider,1,False,False,False,True,True,False,False,12.601831281073476,0,0,3.0,1
R00575,household,3,True,False,True,False,False,False,False,19.139060357024658,1,1,0.0,0
R00576,provider,1,True,False,False,False,False,False,False,9.271065088453266,1,0,1.0,0
R00577,provider,3,False,False,False,True,False,False,False,26.017116600073024,0,0,1.0,0
R00578,household,3,False,False,True,False,False,False,True,31.560149535887813,0,1,0.0,0
R00579,household,2,True,True,False,False,False,True,False,18.007775092164128,0,1,0.0,0
R00580,household,2,True,False,True,False,False,True,True,33.68635623864859,0,0,0.0,0
R00581,household,3,False,False,False,False,False,False,True,9.558255574026049,0,0,0.0,0
R00582,household,3,True,False,True,False,False,True,False,13.863092410689731,0,0,0.0,0
R00583,household,2,False,False,False,False,False,False,False,16.237326479087223,0,0,0.0,0
R00584,household,2,False,False,False,False,False,False,True,20.246819020419707,0,0,0.0,0
R00585,provider,1,False,False,True,True,False,True,False,23.991162188663292,1,0,2.0,1
R00586,provider,2,False,False,True,False,False,True,False,32.451394011055655,0,0,1.0,0
R00587,household,3,False,False,False,False,False,True,False,13.446196747959547,1,0,0.0,0
R00588,household,3,False,True,False,False,False,False,False,12.975219575488843,0,0,0.0,0
R00589,provider,2,True,False,True,False,False,False,False,19.412690209859583,1,0,0.0,0
R00590,household,3,True,False,False,False,False,False,True,36.915065435936796,0,0,0.0,0
R00591,provider,3,False,False,False,False,False,True,False,13.514270230149085,0,0,1.0,0
R00592,provider,1,False,False,False,False,False,False,False,19.49421673384165,0,0,0.0,0
R00593,household,2,False,True,False,False,False,True,False,31.167864617520735,0,0,0.0,0
R00594,provider,1,True,False,False,False,False,False,False,8.089445110924396,1,0,1.0,0
R00595,household,2,False,False,True,False,False,True,False,13.070703127599451,0,1,0.0,0
R00596,household,1,False,False,False,False,False,False,False,15.45836036123497,0,0,0.0,0
R00597,household,1,False,False,False,True,False,False,False,14.876469522867534,0,0,0.0,0
R00598,household,2,False,False,False,False,False,True,False,25.205915038699413,0,0,0.0,0
R00599,household,2,True,False,False,False,False,False,False,19.449958318925027,0,0,0.0,0
R00600,household,3,False,True,True,False,False,False,False,7.35022764214723,0,1,0.0,0
R00601,provider,3,False,False,False,False,False,False,True,28.004896808699417,0,0,1.0,0
R00602,household,3,False,False,False,False,False,False,True,25.35740064761952,0,0,0.0,0
R00603,provider,1,False,False,True,False,False,True,True,35.41693676840213,0,0,1.0,0
R00604,household,1,True,True,False,True,False,True,False,16.791871338572104,1,0,0.0,0
R00605,household,3,False,False,False,True,False,False,True,24.538217458569882,1,1,0.0,0
R00606,household,3,True,False,False,False,False,False,False,21.24678966482719,1,0,0.0,0
R00607,provider,2,False,False,False,False,False,False,False,22.57755889402162,0,0,1.0,0
R00608,household,3,False,True,True,False,False,False,True,28.295599342821006,1,0,0.0,0
R00609,household,1,False,False,False,False,False,False,True,17.540761694933593,0,0,0.0,0
R00610,household,3,False,False,False,False,False,False,False,21.228206639569507,0,0,0.0,0
R00611,household,1,True,True,True,True,False,True,False,13.891744950805421,1,0,0.0,0
R00612,household,1,False,True,True,False,False,False,False,19.41165666952958,1,1,0.0,0
R00613,household,1,False,False,False,True,False,False,True,16.251636762471634,0,1,0.0,0
R00614,household,3,False,False,False,False,False,False,False,20.677932885258382,0,1,0.0,0
R00615,household,3,False,False,False,False,False,False,False,13.160406574155765,0,0,0.0,0
R00616,provider,3,False,True,True,True,False,True,False,13.963089266048183,0,0,1.0,0
R00617,household,2,True,False,False,False,False,False,False,22.282920818894397,0,0,0.0,0
R00618,provider,3,False,False,True,False,False,False,True,29.31062284530629,0,0,1.0,0
R00619,household,2,False,False,True,False,False,True,False,19.04742790080217,0,1,0.0,0
R00620,household,2,False,False,False,False,False,True,False,29.297955167618024,0,0,0.0,0
R00621,household,1,False,True,True,False,False,False,False,15.356085470581545,0,1,0.0,0
R00622,household,2,True,True,False,True,False,False,False,18.192646043825608,0,0,0.0,0
R00623,household,1,False,True,False,False,False,False,True,30.68819578986721,0,1,0.0,0
R00624,provider,3,False,False,True,False,False,False,False,14.282004395228318,0,0,1.0,0
R00625,provider,2,True,False,True,False,False,True,False,24.66631976322214,0,0,2.0,1
R00626,household,3,True,False,False,False,False,False,True,22.489019654650466,0,0,0.0,0
R00627,household,2,False,False,False,False,False,True,False,16.990381763689783,0,0,0.0,0
R00628,household,1,True,False,False,True,False,False,True,37.10826147807141,1,0,0.0,0
R00629,provider,2,False,False,False,False,False,False,False,11.756483684925401,0,0,1.0,0
R00630,household,1,False,False,False,False,False,False,True,11.43845039426484,0,0,0.0,0
R00631,provider,1,False,False,False,False,False,False,False,27.665621970071367,0,0,2.0,1
R00632,household,1,False,True,True,False,False,False,False,33.29596771564202,0,1,0.0,0
R00633,household,1,True,False,True,False,False,True,False,16.671939251179737,0,0,0.0,0
R00634,provider,1,False,True,False,False,False,False,True,14.38961747718229,0,0,1.0,0
R00635,household,2,True,False,True,True,False,True,False,18.450332670199053,0,0,0.0,0
R00636,provider,2,True,False,False,False,False,False,False,16.282662300955984,1,0,1.0,0
R00637,provider,3,False,False,True,False,False,False,False,16.860456953866457,0,0,2.0,1
R00638,household,3,False,True,True,True,False,False,True,18.891765460747287,1,1,0.0,0
R00639,household,3,False,False,False,True,False,False,False,21.477366854858865,0,0,0.0,0
R00640,household,3,False,True,True,False,False,False,True,27.976667353862492,0,0,0.0,0
R00641,provider,2,False,False,False,True,False,False,False,9.03356628108416,1,0,1.0,0
R00642,household,2,False,False,False,False,False,True,True,31.40582485614175,0,0,0.0,0
R00643,household,3,True,False,False,True,False,False,False,30.316109891675346,0,0,0.0,0
R00644,household,2,False,False,True,False,False,True,False,21.012779394941496,0,1,0.0,0
R00645,household,2,False,True,True,False,False,True,False,17.933744301916366,0,0,0.0,0
R00646,household,2,True,False,True,True,False,False,True,24.835137755268274,1,1,0.0,0
R00647,household,3,True,False,False,True,False,False,False,21.69154060181137,1,0,0.0,0
R00648,provider,2,True,False,True,False,False,True,False,8.850874240059275,1,0,2.0,1
R00649,provider,1,False,True,False,False,False,False,False,18.986344217863813,0,0,1.0,0
R00650,household,2,True,True,False,True,False,False,False,15.657216303223139,0,1,0.0,0
R00651,provider,2,False,False,False,False,False,False,False,29.086950077736272,0,0,1.0,0
R00652,provider,1,True,False,False,False,True,False,False,16.954963597170252,0,0,3.0,1
R00653,household,2,False,True,True,False,False,True,False,30.434166146738544,0,1,0.0,0
R00654,household,2,True,False,True,True,False,False,True,17.723937602521808,0,1,0.0,0
R00655,household,1,False,True,False,False,False,True,True,31.627635319639595,0,0,0.0,0
R00656,household,1,False,False,False,False,False,True,False,21.832579061245408,0,0,0.0,0
R00657,household,1,False,False,False,False,False,False,True,21.322042074721935,0,0,0.0,0
R00658,household,3,False,True,True,False,False,False,False,19.064376687821643,1,1,0.0,0
R00659,household,2,False,True,True,True,False,False,False,25.2751130209896,0,0,0.0,0
R00660,household,1,False,True,True,False,False,False,True,24.956880427393465,0,0,0.0,0
R00661,household,2,False,True,False,True,False,False,False,7.848224104981421,1,1,0.0,0
R00662,provider,3,True,False,False,False,True,False,False,17.894623041135326,0,0,2.0,1
R00663,household,3,False,False,False,True,False,False,False,12.585461431244925,0,0,0.0,0
R00664,household,3,True,False,False,True,False,True,False,17.251295014637847,1,0,0.0,0
R00665,household,1,True,False,True,True,False,True,True,29.18606010844975,1,1,0.0,0
R00666,household,2,True,False,False,True,False,False,False,7.766086703906897,1,1,0.0,0
R00667,household,1,True,False,False,True,False,True,False,11.61038009673641,1,0,0.0,0
R00668,provider,2,True,False,True,True,False,False,False,20.89240101315315,0,0,1.0,0
R00669,provider,1,True,False,False,False,False,False,False,14.863687822981918,0,0,2.0,1
R00670,provider,1,True,False,False,True,False,False,False,2.6115339490765983,1,0,1.0,0
R00671,provider,2,True,False,False,False,False,True,True,31.530451965723945,0,0,1.0,0
R00672,household,1,True,False,True,False,False,False,False,19.634218531645438,1,0,0.0,0
R00673,household,2,False,False,False,False,False,True,False,16.274969631328634,0,0,0.0,0
R00674,provider,1,True,False,False,False,False,False,False,10.099018733650551,0,0,2.0,1
R00675,household,3,True,False,False,False,False,False,True,30.535613067016726,0,0,0.0,0
R00676,household,2,False,True,True,False,False,False,False,20.096103735362576,0,1,0.0,0
R00677,provider,2,False,False,True,False,False,False,False,32.29561369610444,0,0,1.0,0
R00678,provider,1,False,False,False,False,False,True,True,32.33736360597684,1,0,1.0,0
R00679,provider,2,True,False,False,False,False,True,False,21.386656105719332,0,0,1.0,0
R00680,provider,3,False,False,False,False,True,False,False,16.99843241934861,1,0,3.0,1
R00681,household,3,False,False,False,False,False,True,False,26.514769126229233,0,0,0.0,0
R00682,household,2,False,True,True,False,False,True,False,23.85141274263599,0,1,0.0,0
